obs_id,date,daily_ktCO2,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
841,4/20/2022,48.880789,99,57,14,3,,0.223087967,,,,,,,,,,,,,,,,,,,,,16.82,35,26.7,30.4,30.39461036,39.8,29.8,34.9,23.6,68.6,0.396,100,8.33,TRUE,22.3,13.8,13.8,5.9,0.2,217,1009.4,37.5,8.4,180.4,15.6,7,,"Rain, Partially cloudy",FALSE,Hot,No
842,4/21/2022,49.845901,89,60,10,6,,0.096689527,,,,,,,,,,,,,,,,,,,,,14.05,34,26.5,29.5,29.49318539,40.7,26.5,34.7,24.7,75.9,10.335,100,12.5,TRUE,50,17,17,7.7,0.6,175.7,1008.8,42.8,8.5,133.1,11.5,8,0.66,,FALSE,,No
843,4/22/2022,48.801402,67,54,8,3,,0.176542722,,,,,,,,,,,,,,,,,,,,,23.44,35.2,25.2,29.9,29.90423771,42.7,25.2,35,24.8,75.6,5.415,100,12.5,TRUE,31.7,29.2,29.2,9.9,0.4,179.3,1009,37.4,8.9,193.2,16.6,8,0.69,"Rain, Partially cloudy",FALSE,Hot,No
844,4/23/2022,47.712653,56,49,8,4,,0.010410366,,,,,,,,,,,,,,,,,,,,,15.02,34.9,27.2,30.8,30.78634184,43.4,32.2,36.9,24.8,72.1,0,0,0,FALSE,32.8,28.3,28.3,11.6,3.5,192.3,1008.1,35.4,9.5,189,16.4,8,0.75,Partially cloudy,TRUE,,yEs
845,4/24/2022,37.601534,63,57,7,3,,0.527894596,,,,,,,,,,,,,,,,,,,,,6.37,34.4,28.7,31.1,31.09409998,43.1,34.6,37.9,25.1,71,0,0,0,FALSE,22.7,17.9,17.9,11,4.4,199.6,1006.8,42.3,9.6,133.1,11.5,6,0.76,Partially cloudy,TRUE,Hot,Yes
846,4/25/2022,49.076433,59,57,7,3,,0.744903653,,,,,,,,,,,,,,,,,,,,,21.73,35.7,28.2,31.6,31.60087868,43.9,34.6,38.9,25.4,71.3,0,0,0,FALSE,32.4,21,21,12,4.2,194.6,1006.4,36.2,9.9,206.1,17.8,7,0.8,,FALSE,Hot,No
847,4/26/2022,50.464327,60,46,18,7,,0.739696764,,,,,,,,,,,,,,,,,,,,,20.14,34,28.3,30.6,30.58887857,43.4,34,38.2,25.9,76,0.773,100,4.17,TRUE,30.2,25,25,12.5,1.7,198.3,1006.8,42.1,9.8,140,11.9,,0.83,"Rain, Partially cloudy",FALSE,,No
848,4/27/2022,49.796672,72,29,11,7,,0.06895445,,,,,,,,,,,,,,,,,,,,,25.82,37.6,28.2,32.7,32.68958159,47.4,34.6,40,25,66.2,0,0,0,FALSE,22.3,16.2,16.2,7.7,0.6,197.9,1006.2,35.3,10,221.6,19.2,,0.87,Partially cloudy,FALSE,Hot,No
849,4/28/2022,49.622065,72,29,22,5,,0.857853109,,,,,,,,,,,,,,,,,,,,,21.87,36.5,25.2,31.8,31.77574283,48.2,25.2,40.4,26.3,73.9,2.355,100,4.17,TRUE,34.2,37.9,37.9,13,0.9,181.8,1006.3,48.6,9.8,183.6,15.6,7,0.91,"Rain, Partially cloudy",FALSE,Hot,No
850,4/29/2022,49.271043,60,48,64,8,,0.34814705,,,,,,,,,,,,,,,,,,,,,32.68,34.6,25,29,28.98789298,41.1,25,32.3,23.9,75.6,1.322,100,8.33,TRUE,20.9,18,18,8.6,0.7,334.2,1007.7,51.3,9.6,208.6,17.8,7,0.94,"Rain, Partially cloudy",FALSE,Hot,No
851,4/30/2022,47.916996,97,38,17,9,,0.957639423,,,,,,,,,,,,,,,,,,,,,23.5,36,28,30.8,30.79681262,45.1,33.1,37.1,24.9,71.8,0.097,100,4.17,,30.6,12.1,12.1,7.2,2.2,148,1006.1,42.8,9.4,184.9,15.8,8,0.98,"Rain, Partially cloudy",TRUE,Hot,Yes
852,5/1/2022,36.925789,75,31,19,4,,0.406581478,,,,,,,,,,,,,,,,,,,230,275,5.49,32.5,25.7,29.2,29.20003225,41.1,25.7,34.4,24.8,78,12.436,100,20.83,TRUE,23,24.5,24.5,8.3,0.5,349.1,1005.5,54.6,9.4,149.7,12.9,6,0,"Rain, Partially cloudy",TRUE,Hot,Yes
853,5/2/2022,45.325933,63,24,11,4,,0.666354046,,,,,,,,,,,,,,,,,,,,,9.22,30.2,24,27.1,27.11477253,35.4,24,29.4,23.1,79.6,7.577,100,12.5,TRUE,35.6,18.9,18.9,10.4,1.8,55.9,1007.6,68.1,9.3,88.9,7.6,6,0.04,"Rain, Partially cloudy",FALSE,Hot,Yes
854,5/3/2022,48.869563,56,32,10,5,1,0.447069413,,,,,,,,,,,,,,,,,,,,,20.9,28.5,22.2,25.2,25.19024634,30.2,22.2,25.8,19.8,72.5,0,0,0,FALSE,31.3,15.7,15.7,10.6,4.1,47,1010.5,67.7,9.6,97.2,8.2,5,0.08,Partially cloudy,FALSE,Hot,No
855,5/4/2022,49.586393,68,36,16,5,,0.389082814,,,,,,,,,,,,,,,,,,,,,7.1,28.5,23,26.2,26.18738583,31.5,23,27.4,20.8,72.4,0,0,0,FALSE,24.1,12.5,12.5,6.7,2.4,26.4,1010.4,81.1,9.6,101.2,8.8,4,0.11,Partially cloudy,FALSE,Hot,Yes
856,5/5/2022,48.686858,79,42,20,2,,0.383348525,,,,,,,,,,,,,,,,,,,,,22.79,33.3,25,29,28.99905412,38.4,25,31.2,21.8,66.1,0,0,0,FALSE,25.2,13,13,7,2.1,95.4,1007.8,56.4,9.7,174.3,14.8,6,0.143463013,Partially cloudy,FALSE,Hot,No
857,5/6/2022,49.238103,95,34,9,4,,0.728751449,,,,,,,,,,,,,,,,,,,,,39.43,34,27.2,29.6,29.61276917,40,31.2,34.9,24.6,75.7,8.547,100,8.33,TRUE,40.7,21.9,21.9,7.6,0.7,130.5,1006.9,50.5,9.2,175.2,15.1,6,,"raIn, PartiALly CLOUDY",FALSE,Hot,No
858,5/7/2022,48.354141,79,30,11,5,,0.565099641,,,,,,,,,,,,,,,,,,,,,16.22,33,25.2,27.7,27.69259406,40.6,25.2,30.8,25.3,87.5,5.063,100,12.5,TRUE,53.6,28.3,28.3,6.4,0.4,75.6,1007.2,56.5,9.4,120,10.2,8,0.21,"Rain, Partially cloudy",TRUE,Hot,Yes
859,5/8/2022,39.848414,70,30,6,9,,0.56031409,,,,,,,,,,,,,,,,,,,,,8.24,33,26,28.2,28.21053401,41.7,26,32.1,25.2,84.9,10.82,100,16.67,TRUE,31.7,20,20,7.8,0.9,64.8,1007.4,66.2,9.1,140.7,12.1,,0.24,,TRUE,Hot,Yes
860,5/9/2022,50.78018,65,20,3,2,,0.719832463,,,,,,,,,,,,,,,,,,,,,27.38,34,27,29.2,29.20426859,41.2,31.1,35.2,25.7,82.9,4.517,100,8.33,,76,18.6,18.6,6.9,0.3,98.9,1007.5,65.1,9.3,169.9,14.5,8,0.25,"Rain, Partially cloudy",FALSE,Hot,No
861,5/10/2022,50.324823,45,21,5,3,,0.796780446,,,,,,,,,,,,,,,,,,,,,21.88,31.9,26,28.4,28.40610759,39,26,32.6,25.2,83.7,12.949,100,25,TRUE,31.3,19.8,19.8,7.9,0,190.1,1008.1,60.8,9.5,107,9.4,5,0.31,"Rain, Partially cloudy",FALSE,Hot,No
862,5/11/2022,50.709324,57,28,9,3,,0.876490499,,,,,,,,,,,,,,,,,,,,,23.13,33.1,26.7,29.1,29.09595383,41.9,30.3,35.2,25.7,83,4.706,100,16.67,TRUE,30.2,18.9,18.9,8.8,1.5,193,1007.7,59.6,9.4,91.8,8,5,0.34,"Rain, Partially cloudy",FALSE,Hot,
863,5/12/2022,51.067218,64,30,5,3,,0.474357849,,,,,,,,,,,,,,,,,,,,,34.77,34.5,27,30.3,30.28829076,42.2,31.5,36.4,25.2,75.8,0.008,100,4.17,TRUE,29.2,23.7,23.7,7.7,0.5,243.4,1006.8,49.8,9.6,203.7,17.5,8,0.37,"RaIN, paRtially cLoUdy",FALSE,Hot,No
864,5/13/2022,51.18342,66,36,4,3,,0.633085189,,,,,,,,,,,,,,,,,,,,,20.07,35.3,28,31,30.99894917,43.5,31.9,36.9,24.4,68.6,0,0,0,FALSE,30.6,20.9,20.9,9.9,0.7,229.4,1006.2,43.8,9.7,215,18.4,9,0.4,Partially cloudy,FALSE,Hot,Yes
865,5/14/2022,48.953669,79,36,4,2,,0.893869449,,,,,,,,,,,,,,,,,,,,,11.3,34.7,28.7,31.4,31.39138619,42.8,33.8,38,24.9,69.2,0,0,0,FALSE,23.8,14.8,14.8,8.4,1,218.7,1007,46,10,146.8,12.7,6,,Partially cloudy,TRUE,,Yes
866,5/15/2022,38.587924,74,24,4,3,,0.244051378,,,,,,,,,,,,,,,,,,,,,5.45,35.9,29,31,30.99998345,43.8,36.2,38.9,26.1,76.3,1.174,100,12.5,TRUE,29.5,13,13,8.1,0.6,185,1007.8,47.8,9.8,206.2,17.9,,0.47,"Rain, Partially cloudy",TRUE,Hot,Yes
867,5/16/2022,49.227602,53,26,13,6,,0.77782117,,,,,,,,,,,,,,,,,,,,,6.22,34.9,27.2,30.1,30.0967779,44.7,31.3,36.4,25.5,77.6,3.688,100,12.5,TRUE,31.3,22.3,22.3,10,2,214.2,1007.5,48.3,9.7,189.7,16.4,7,0.5,"Rain, Partially cloudy",FALSE,Hot,Yes
868,5/17/2022,50.526152,57,25,8,4,,0.979389187,,,,,,,,,,,,,,,,,,,,,42.91,34,24.7,28.2,28.19390572,41.2,24.7,31.6,25.1,84.2,39.81,100,25,TRUE,20.2,26.5,26.5,7.4,1.3,113.1,1008.1,63.4,8.7,181,15.6,7,0.54,"Rain, Partially cloudy",FALSE,Hot,No
869,5/18/2022,49.965548,58,24,5,2,,0.32636396,,,,,,,,,,,,,,,,,,,,,25.73,31.3,25,27.6,27.59313616,39.1,25,31.5,25.5,88.9,47.967,100,25,,25.6,17.5,17.5,5.7,0.5,100.2,1008.9,62.4,9.1,123.2,10.6,5,0.57,"Rain, Partially cloudy",FALSE,Hot,No
870,5/19/2022,51.070375,51,19,8,4,,0.148489432,,,,,,,,,,,,,,,,,,,,,33.26,32.4,26,29.2,29.20915846,39.5,26,34.3,25.4,81,2.514,100,12.5,TRUE,46.1,21,21,11.3,3.3,170.6,1008.6,50.9,9.9,154.3,13.4,6,0.61,"Rain, Partially cloudy",FALSE,hoT,No
871,5/20/2022,51.005393,33,18,9,4,,0.292738691,,,,,,,,,,,,,,,,,,,,,43.94,32.8,28,30.1,30.11145162,40.1,31.5,35.9,24.7,73.2,0,0,0,,50.8,23.7,23.7,13.8,4.4,196.6,1006.4,46.9,10,165.2,14.2,7,0.64,Partially cloudy,FALSE,Hot,No
872,5/21/2022,49.234109,39,20,10,4,,0.189604421,,,,,,,,,,,,,,,,,,,,,15.43,32,26.5,29.2,29.20396204,38.5,26.5,33.8,24,73.9,1.907,100,12.5,TRUE,48.6,23.7,23.7,12,2,216.7,1004.2,57,9.9,104.6,9.1,,0.68,"Rain, Partially cloudy",TRUE,Hot,Yes
873,5/22/2022,39.510328,59,25,11,1,,0.404820282,,,,,,,,,,,,,,,,,,,,,9.17,30.5,26.3,27.9,27.90427768,34.8,26.3,31.4,23.6,77.7,8.158,100,8.33,TRUE,37.8,23.7,23.7,11,1.4,218.3,1002.9,57.7,9.7,112.5,9.6,5,0.71,"Rain, Partially cloudy",TRUE,Hot,Yes
874,5/23/2022,50.435623,56,29,8,2,,0.976514602,,,,,,,,,,,,,,,,,,,,,26.26,34.5,26,30.1,30.07514668,41.2,26,34.9,23.9,70.5,0,0,0,FALSE,44.6,23.7,23.7,11.5,2.2,234,1003.8,43.6,10,209.3,17.9,8,-2.310709005,Partially cloudy,FALSE,Hot,No
875,5/24/2022,49.947707,59,27,14,3,,0.456633138,,,,,,,,,,,,,,,,,,,,,27.41,32.9,27.9,30.2,30.19642207,40.3,30.9,35.1,23.6,68,0.676,100,4.17,TRUE,49,28.3,28.3,12.6,2.6,230.9,1006.7,48.9,9.8,150.4,13.1,6,0.78,"Rain, Partially cloudy",FALSE,Hot,No
876,5/25/2022,49.826851,60,42,5,9,,0.291122669,,,,,,,,,,,,,,,,,,,,,26.43,33.7,24.7,29.9,29.89950073,40.6,24.7,34.2,23.5,69.5,0.797,100,4.17,,45.4,23.6,23.6,10.8,2.2,248.8,1008.5,50.9,9.9,225.5,19.5,8,0.82,"Rain, Partially cloudy",FALSE,Hot,
877,5/26/2022,50.503421,58,43,8,4,,0.021618108,,,,,,,,,,,,,,,,,,,,,23.35,34,25.7,30.3,30.29546718,41.3,25.7,35,24.2,71.2,0.257,100,12.5,TRUE,40.7,23.2,23.2,12,1.4,264.8,1006.5,52.2,9.9,195,16.9,8,,"Rain, Partially cloudy",FALSE,Hot,No
878,5/27/2022,50.699191,73,42,10,3,,0.227023379,,,,,,,,,,,,,,,,,,,,,47.53,34.7,27.7,30.4,30.40785672,41.7,30.8,35.2,23.5,67.3,0.019,100,4.17,TRUE,52.9,28.3,28.3,13.7,1.1,258,1005.1,45.8,10,183.3,15.8,,0.89,"Rain, Partially cloudy",FALSE,Hot,No
879,5/28/2022,48.421814,73,50,14,2,,0.771491977,,,,,,,,,,,,,,,,,,,,,34.83,34.5,25.7,29.5,29.4920347,42.6,25.7,34,24.2,74.3,22.408,100,12.5,TRUE,38.2,24.6,24.6,10.5,1.2,232.5,1004.3,47.6,9.9,209.6,18.1,7,,"Rain, Partially cloudy",TRUE,Hot,Yes
880,5/29/2022,38.104121,92,38,14,2,,0.972542951,,,,,,,,,,,,,,,,,,,,,12.58,34.7,26.8,30.3,30.30508643,43.4,29.8,35.4,24.1,70.5,0,0,0,FALSE,42.5,23.7,23.7,12.4,1,237.1,1004.5,41.7,10,219.7,19,7,0.96,Partially cloudy,TRUE,Hot,Yes
881,5/30/2022,50.627782,73,37,15,3,,0.081713613,,,,,,,,,,,,,,,,,,,,,26.77,34.5,27,30.3,30.29766898,42.4,29.1,35.1,23.5,67.7,0.197,100,4.17,TRUE,34.6,23.7,23.7,12.3,1.4,237.1,1004.6,40.6,9.9,189.1,16.4,,0,"Rain, Partially cloudy",FALSE,Hot,No
882,5/31/2022,51.035377,78,43,16,3,,0.410558343,,,,,,,,,,,,,,,,,,,,,33.51,34.7,25.5,30.1,30.09937481,43.2,25.5,35.5,24.7,74.5,4.874,100,8.33,TRUE,27.4,17,17,9.1,1.8,220.9,1004.4,46.6,9.8,204.3,17.7,8,0.02,"Rain, Partially cloudy",FALSE,Hot,No
883,6/1/2022,53.587248,83,34,10,3,,0.386855257,,,,,,,,,,,,,,,,,,,283,324,34.48,34.2,26.7,30.4,30.37815136,42.9,30.5,36.8,25.3,75.7,0.524,100,8.33,TRUE,23.8,16.6,16.6,7.4,0.7,196,1005.7,42.2,9.8,164.6,14,6,,"Rain, Partially cloudy",FALSE,Rainy,No
884,6/2/2022,54.284699,65,22,6,3,,0.215333262,,,,,,,,,,,,,,,,,,,,,56.55,33.8,27.2,30.6,30.60005805,42.5,32.2,37.1,25.2,73.6,0,0,0,FALSE,30.6,15.7,15.7,7.1,0.8,191.9,1005.9,42.3,10,257.7,22.2,8,0.09,,FALSE,Rainy,No
885,6/3/2022,53.158069,48,20,8,3,,0.938320658,,,,,,,,,,,,,,,,,,,,,10.15,32.4,26,29.4,29.40176671,40.6,26,35.5,25.6,80.6,17.497,100,16.67,TRUE,44.6,20.4,20.4,10.3,1.6,186.5,1006.6,53.8,9.1,75.1,6.5,2,0.12,"Rain, Partially cloudy",FALSE,Rainy,Yes
886,6/4/2022,49.586814,43,22,12,3,,0.356628413,,,,,,,,,,,,,,,,,,,,,9.91,32.5,26.2,29.4,29.39131807,39.7,26.2,34.7,25.2,79.3,0.42,100,4.17,TRUE,33.1,21,21,11.2,1.1,187.3,1007.6,53.5,10,156.6,13.5,6,0.16,"Rain, Partially cloudy",TRUE,,Yes
887,6/5/2022,40.17791,50,21,10,3,,0.861685899,,,,,,,,,,,,,,,,,,,,,10.89,34.7,25.7,30.1,30.09964253,41.5,25.7,35.1,24.2,72,0,0,0,FALSE,36.4,19.8,19.8,9,1,231.9,1007.1,47.4,10,174.8,15.2,8,0.19,Partially cloudy,TRUE,Rainy,Yes
888,6/6/2022,49.394647,44,27,10,6,,0.506866719,,,,,,,,,,,,,,,,,,,,,44.1,34,25.5,28.9,28.91440415,41.2,25.5,31.4,23.6,74.9,26.206,100,16.67,TRUE,36.4,23.6,23.6,10,1.3,259.9,1006.8,54.8,9.9,216.5,18.8,8,0.22,"Rain, Partially cloudy",FALSE,Rainy,No
889,6/7/2022,53.046283,57,26,10,4,,0.523807724,,,,,,,,,,,,,,,,,,,,,34.8,33,25.5,29.4,29.39346567,38.6,25.5,32.6,22.9,69,2.022,100,4.17,TRUE,43.6,23.1,23.1,9.6,0.6,253.4,1007.3,49.4,10,198.8,17,8,0.25,,FALSE,Rainy,
890,6/8/2022,53.194434,55,27,9,3,1,0.372462483,,,,,,,,,,,,,,,,,,,,,38.67,33.9,26.7,29.1,29.07841832,39.6,28.5,32.4,22.6,69.1,2.089,100,8.33,TRUE,35.3,18.6,18.6,7.9,0.6,256.6,1007.6,46.6,9.8,177.8,15.4,7.288213144,,"Rain, Partially cloudy",FALSE,Rainy,No
891,6/9/2022,52.997393,63,30,13,1,,0.409077315,,,,,,,,,,,,,,,,,,,,,33.29,34.5,26.2,30,29.99462053,42.3,26.2,35,24.4,73.1,0.075,100,4.17,TRUE,29.9,24.5,24.5,8.2,0.8,226,1007,40.2,9.7,175.3,15.1,7,0.32,"Rain, Partially cloudy",FALSE,RaINy,No
892,6/10/2022,53.073482,66,31,12,3,,0.878082471,,,,,,,,,,,,,,,,,,,,,44.32,35.5,26.2,30.2,30.18575318,43.1,26.2,34.8,24.6,74,0.866,100,8.33,TRUE,44.6,23.2,23.2,7.8,0.3,245.8,1007.1,45,9.9,191.8,16.5,26.37358593,0.36,"Rain, Partially cloudy",FALSE,Rainy,
893,6/11/2022,50.415973,61,33,15,3,,0.489965023,,,,,,,,,,,,,,,,,,,,,20.55,34.5,26.2,30.1,30.09489378,42.2,26.2,34.2,24.2,72.5,0.099,100,4.17,TRUE,31.3,15.7,15.7,7,0.5,247.8,1007.5,45.2,10,218.1,18.5,7,0.39,"Rain, Partially cloudy",TRUE,Rainy,Yes
894,6/12/2022,39.926278,63,31,14,3,,0.221292154,,,,,,,,,,,,,,,,,,,,,8.97,35.5,28.2,31.2,31.21092186,42.9,32.5,36.9,24.2,67.6,0,0,0,FALSE,26.3,18.4,18.4,7.6,0.3,224,1007.5,44.2,10,193.8,16.7,7,0.42,Partially cloudy,TRUE,Rainy,Yes
895,6/13/2022,52.101445,77,34,7,2,,0.297677376,,,,,,,,,,,,,,,,,,,,,28.74,34.5,26.7,30.3,30.30634735,41.9,30.3,35.9,24.6,72.4,5.743,100,16.67,TRUE,26.3,13.4,13.4,7.3,0.5,241.5,1007.5,52.8,9.9,185.6,16,,0.46,"Rain, Partially cloudy",FALSE,Rainy,No
896,6/14/2022,52.8443,70,29,5,2,,0.851398755,,,,,,,,,,,,,,,,,,,,,23.47,32.8,27.5,29.7,29.69794361,41,32.2,36.6,25.8,80.2,0.291,100,12.5,TRUE,30.2,15.7,15.7,6.7,1.7,192.6,1007.2,49.8,10,126.1,10.8,7,0.483536221,"Rain, Partially cloudy",,Rainy,No
897,6/15/2022,53.101922,66,25,3,2,,0.221036419,,,,,,,,,,,,,,,,,,,,,25,33.5,27,29.4,29.38267639,42.5,30.2,35.8,25.7,81.2,1.752,100,12.5,TRUE,40.7,18.6,18.6,9.1,2.4,188.7,1008.2,53.1,9.8,165.2,14.1,8,,"Rain, Partially cloudy",FALSE,Rainy,No
898,6/16/2022,52.960276,59,30,4,10,,0.136227179,,,,,,,,,,,,,,,,,,,,,38.59,33,26.2,29.3,29.29448394,41.3,26.2,34.8,25.6,81.6,33.816,100,12.5,TRUE,29.2,19.4,19.4,7.7,1,174.9,1008.8,48,9.7,161,13.9,7,0.56,"Rain, Partially cloudy",FALSE,Rainy,No
899,6/17/2022,52.967281,65,23,2,3,,0.189104976,,,,,,,,,,,,,,,,,,,,,35.19,35.2,27.7,30.7,30.69280228,44.2,33,37.5,25.4,74.6,1.054,100,8.33,TRUE,26.6,17,17,8,0.6,198.8,1008.5,47.1,9.9,171.9,14.8,7.619395124,0.59,"Rain, Partially cloudy",FALSE,Rainy,No
900,6/18/2022,51.21962,64,21,1,4,,0.691202919,,,,,,,,,,,,,,,,,,,,,20.13,35.7,26,30.8,30.79419428,41.9,26,35.5,24,69.2,0.034,100,4.17,TRUE,30.6,20.9,20.9,8,0.5,243.5,1008.3,47.4,10,209.7,18.3,8,0.63,"Rain, Partially cloudy",TRUE,,Yes
901,6/19/2022,40.466869,60,22,6,4,,0.812134672,,,,,,,,,,,,,,,,,,,,,9.69,36.6,26.2,31.3,31.29895227,42.1,26.2,35,22.8,62.6,31.345,100,12.5,,53.6,20.8,20.8,11.2,0.6,277.5,1007.4,43.1,9.7,234.3,20.2,8,0.66,"Rain, Partially cloudy",TRUE,Rainy,Yes
902,6/20/2022,52.160846,49,24,8,1,,0.760566689,,,,,,,,,,,,,,,,,,,,,23.57,35.9,25.5,30.1,30.10976451,42.8,25.5,33.1,22.7,67.1,5.817,100,4.17,TRUE,35.3,17.5,17.5,8.9,0.9,264.4,1005.4,42.1,9.7,246.3,21.3,8,0.7,"Rain, Partially cloudy",FALSE,Rainy,No
903,6/21/2022,53.863625,54,28,15,3,,0.799112847,,,,,,,,,,,,,,,,,,,,,26.1,34.7,25.2,29.2,29.2050291,41.7,25.2,32.7,24.2,76.5,20.387,100,12.5,TRUE,31,32,32,9.9,0,243.5,1005.3,51.7,9.8,234.2,20.2,8,0.75,"Rain, Partially cloudy",FALSE,,No
904,6/22/2022,53.723979,66,27,13,3,,0.465179741,,,,,,,,,,,,,,,,,,,,,25.75,34.7,25.7,30,29.99758817,41.4,25.7,33.6,23.7,71.1,1.057,100,12.5,TRUE,33.5,19.5,19.5,8.2,0.5,241.8,1007.3,43.7,10,200.4,17.2,8,0.76,"Rain, Partially cloudy",FALSE,Rainy,No
905,6/23/2022,52.932213,54,25,13,7,,0.113161794,,,,,,,,,,,,,,,,,,,,,25.05,33.7,27.4,30.2,30.21365045,39.9,31.8,35.3,24.2,71.8,0.775,100,12.5,TRUE,28.8,13.9,13.9,7.1,0.2,183,1007.7,50.1,9.9,189.2,16.1,,0.726051337,"Rain, Partially cloudy",FALSE,Rainy,nO
906,6/24/2022,52.626316,55,22,10,5,,0.739717532,,,,,,,,,,,,,,,,,,,,,34.31,34.2,24.7,29.4,29.39384285,41.6,24.7,33.7,24.4,76.1,21.493,100,20.83,TRUE,25.6,30.6,30.6,8.7,0.6,209.7,1006.8,54.8,9.6,155.8,13.5,7,0.83,"Rain, Partially cloudy",FALSE,Rainy,No
907,6/25/2022,50.651203,51,18,7,2,,0.476451131,,,,,,,,,,,,,,,,,,,,,15.51,33.5,24.7,28.5,28.49912024,41.6,24.7,32.5,24.9,82.5,6.58,100,12.5,TRUE,26.3,16.6,16.6,6.4,1.4,150.6,1005.9,51.9,9.9,143.5,12.4,7,0.87,"Rain, Partially cloudy",TRUE,Rainy,Yes
908,6/26/2022,41.444315,42,20,6,4,,0.324508018,,,,,,,,,,,,,,,,,,,,,9.26,33.6,26.7,29.5,29.49705477,41.1,29.8,34.9,25,78,3.325,100,20.83,,31.7,21,21,9.8,0.8,178.7,1007.3,50.4,9.9,163.5,14,8,0.9,"Rain, Partially cloudy",TRUE,Rainy,Yes
909,6/27/2022,53.358417,44,26,18,7,,0.546010813,,,,,,,,,,,,,,,,,,,,,22.6,31.6,26.7,28.3,28.31348859,40,29.9,33.8,25.7,85.8,4.904,100,12.5,,31.3,21.9,21.9,6.5,0.3,150.4,1008,55.6,9.6,84.8,7.3,5,0.93,"Rain, Partially cloudy",FALSE,Rainy,No
910,6/28/2022,52.430292,57,29,14,5,,0.640522008,,,,,,,,,,,,,,,,,,,,,43.27,34.7,25.7,29.3,29.30585672,42.4,25.7,33.7,24.8,78.8,20.458,100,12.5,TRUE,33.5,11.2,11.2,5.8,0.6,234.2,1006.8,48.2,9.9,182.1,15.6,6,0.97,"Rain, Partially cloudy",FALSE,Rainy,No
911,6/29/2022,52.457406,76,26,9,2,,0.499629615,,,,,,,,,,,,,,,,,,,,,36.01,34.9,25.5,29.8,29.79641074,42.9,25.5,34.7,24.9,77,1.408,100,12.5,TRUE,32.4,20.4,20.4,8.2,0.3,248.7,1004.4,45.7,10,235,20.4,8,0,"Rain, Partially cloudy",FALSE,Rainy,No
912,6/30/2022,52.257016,68,23,10,3,,0.719886617,,,,,,,,,,,,,,,,,,,,,28.61,35.1,27,30.2,30.19117449,41.8,30,35.5,24.3,72,5.108,100,20.83,TRUE,45.4,23.1,23.1,12.2,1.4,257.5,1003.3,48.9,9.9,215.5,18.5,7,0.04,"Rain, Partially cloudy",FALSE,,No
913,7/1/2022,51.398548,42,22,7,1,,0.286712344,,,,,,,,,,,,,,,,,,,275,337,45.65,33.7,26,29.8,29.81048738,39.4,26,34.1,23.8,71.8,22.003,100,12.5,TRUE,41.4,22.7,22.7,11.3,2.3,247.7,1003.3,52.9,10.9,213.1,18.6,7,0.07,"Rain, Partially cloudy",FALSE,Rainy,No
914,7/2/2022,48.852134,44,23,8,2,,0.174475714,,,,,,,,,,,,,,,,,,,,,19.8,32.8,25.2,29.3,29.29360365,40.4,25.2,34.4,25,78.5,3.324,100,8.33,TRUE,42.1,23.7,23.7,10.4,0.1,219.9,1003.2,53.9,9.6,187.9,16.1,8.507741631,0.11,,TRUE,Rainy,Yes
915,7/3/2022,37.973227,49,16,9,1,,0.992083518,,,,,,,,,,,,,,,,,,,,,8.3,32.8,26,29.5,29.49413636,41,26,35.2,25.4,79.7,0.327,100,8.33,TRUE,39.2,17.6,17.6,7.6,0.4,206.3,1004.4,50.2,9.9,125,10.7,6,,"RaIn, parTially cLoUDy",TRUE,Rainy,Yes
916,7/4/2022,49.913071,44,17,9,2,,0.228635356,,,,,,,,,,,,,,,,,,,,,23.65,33.2,27.2,30,30.00900033,40.4,30.8,35.5,24.5,72.9,0,0,0,FALSE,40,22.3,22.3,10.3,1,209.6,1004.3,48.6,10,140.8,12.1,6,0.17,Partially cloudy,FALSE,Rainy,No
917,7/5/2022,50.562291,48,21,12,4,,0.203349398,,,,,,,,,,,,,,,,,,,,,27.02,33.5,27,30,29.97492575,40.5,31.3,36.2,25.3,77.1,5.639,100,8.33,TRUE,34.9,17.9,17.9,9.2,0.1,213,1004.8,47.4,10,120.3,10.5,4,0.21,"Rain, Partially cloudy",FALSE,Rainy,No
918,7/6/2022,50.895276,56,14,10,2,,0.712553092,,,,,,,,,,,,,,,,,,,,,32.73,34.1,27,30.4,30.40242483,42.3,29.5,35.4,24,69.9,7.036,100,8.33,TRUE,31.7,18.2,18.2,10,1,251.5,1006.3,46.5,10,202.9,17.5,7,0.24,"Rain, Partially cloudy",FALSE,Rainy,No
